0,jpn.txt,282
1,cic.txt,586
2,cbs.txt,672
3,cpp.txt,672
4,mcd.txt,968
5,aym.txt,987
6,qud1.txt,995
7,ako.txt,1019
8,nel.txt,1024
9,mlo1.txt,1053
10,kqn.txt,1065
11,kde.txt,1072
12,nyn1.txt,1078
13,esg.txt,1095
14,zuu.txt,1107
15,not.txt,1161
16,xos.txt,1177
17,quz.txt,1180
18,dyo.txt,1189
19,cbt.txt,1190
20,qar.txt,1191
21,qnt.txt,1209
22,gun.txt,1214
23,yad.txt,1215
24,gua.txt,1221
25,vmw.txt,1222
26,btb.txt,1223
27,lue.txt,1248
28,cjk.txt,1284
29,nyz.txt,1290
30,lap1.txt,1315
31,guc.txt,1323
32,ura.txt,1336
33,mao.txt,1339
34,quy.txt,1342
35,rua1.txt,1346
36,toi.txt,1348
37,ztu1.txt,1349
38,cbu.txt,1354
39,huu.txt,1359
40,cni.txt,1367
41,rud1.txt,1371
42,ltn.txt,1375
43,yao.txt,1379
44,kph.txt,1388
45,qan.txt,1391
46,cab.txt,1392
47,mic.txt,1392
48,kbp.txt,1393
49,ltn1.txt,1394
50,sua.txt,1395
51,trk.txt,1396
52,mxv.txt,1399
53,qju.txt,1408
54,bsq.txt,1409
55,1114.txt,1412
56,mnf.txt,1412
57,est.txt,1422
58,bem.txt,1424
59,lpi.txt,1425
60,fin.txt,1427
61,1112.txt,1434
62,qei.txt,1435
63,ose.txt,1448
64,lit.txt,1452
65,lat.txt,1463
66,arm.txt,1466
67,zam.txt,1472
68,gax.txt,1475
69,gag.txt,1476
70,shd.txt,1478
71,amr.txt,1490
72,src5.txt,1495
73,ccx.txt,1503
74,mni.txt,1508
75,nyj1.txt,1508
76,lia.txt,1510
77,arz.txt,1514
78,wee.txt,1522
79,czc.txt,1532
80,pbb.txt,1537
81,pro.txt,1537
82,slo.txt,1537
83,qec1.txt,1538
84,dinka.txt,1539
85,mls.txt,1546
86,src3.txt,1553
87,amc.txt,1563
88,hng.txt,1572
89,slv.txt,1572
90,rmy1.txt,1573
91,uzb.txt,1581
92,1116.txt,1582
93,gkp1.txt,1583
94,mam.txt,1588
95,kkn.txt,1591
96,cot.txt,1595
97,sud.txt,1598
98,src4.txt,1599
99,den.txt,1600
100,maz.txt,1606
101,1120.txt,1607
102,src1.txt,1611
103,1118.txt,1616
104,fae.txt,1617
105,top.txt,1617
106,nyj.txt,1618
107,ses.txt,1628
108,mli.txt,1629
109,boa.txt,1630
110,snn.txt,1635
111,1115.txt,1643
112,abk.txt,1654
113,fum.txt,1654
